Suburb,State,Postcode,Lat,Lng,Bounds_N,Bounds_E,Bounds_S,Bounds_W,Is Regional
Mannerim,VIC,3222,-38.2049453,144.5875645,-38.1347038,144.6491959,-38.2668581,144.461378,True
Mannibadar,VIC,3360,-37.7370214,143.5202874,-37.6187146,143.629665,-37.8820628,143.4284933,True
Manorina,VIC,3889,-37.609984,148.8289611,-37.2980157,149.1688144,-37.7899636,148.5995638,True
Mansfield,VIC,3722,-37.0313019,146.1365456,-36.9536399,146.426952,-37.1447486,145.9508389,True
Maramingo Creek,VIC,3891,-37.5126059,149.5642369,-37.2969319,149.7941093,-37.7779388,149.3408904,True
Marcus Hill,VIC,3222,-38.2049453,144.5875645,-38.1347038,144.6491959,-38.2668581,144.461378,True
Mardan,VIC,3953,-38.4586497,146.002705,-38.2922329,146.1988019,-38.609095,145.7767961,True
Marengo,VIC,3233,-38.7494709,143.6285244,-38.677739,143.7399771,-38.8576939,143.4933339,True
Maribyrnong,VIC,3032,-37.7773364,144.9006313,-37.7558247,144.9403578,-37.7896623,144.8705771,False
Marionvale,VIC,3634,-36.2266803,145.4250118,-36.1599429,145.6316513,-36.3012171,145.2602587,True
Marlbed,VIC,3483,-35.9221523,142.8312661,-35.757484,143.181771,-36.0868104,142.6007721,True
Marnoo,VIC,3387,-36.8204775,142.8312661,-36.6309229,143.031794,-36.9978258,142.7119218,True
Marnoo West,VIC,3387,-36.8204775,142.8312661,-36.6309229,143.031794,-36.9978258,142.7119218,True
Marong,VIC,3515,-36.8284445,144.0630048,-36.706172,144.1863578,-36.9163067,143.9783998,True
Marraweeney,VIC,3669,-36.6078959,145.7133909,-36.4355856,145.9821018,-36.9396209,145.5315639,True
Marshall,VIC,3216,-38.1747227,144.3139277,-38.1438326,144.3683956,-38.2294593,144.2427943,True
Marungi,VIC,3634,-36.2266803,145.4250118,-36.1599429,145.6316513,-36.3012171,145.2602587,True
Maryborough,VIC,3465,-37.0550295,143.6935405,-36.8746779,143.9763284,-37.181662,143.3786589,True
Maryknoll,VIC,3812,-38.0817495,145.5690835,-37.9884709,145.6180306,-38.159646,145.5199539,True
Marysville,VIC,3779,-37.6356131,146.0696009,-37.4355063,146.1426677,-37.726007,145.6766279,True
Maryvale,VIC,3840,-38.2671612,146.4495924,-38.1560624,146.5352399,-38.421609,146.2581438,True
Massey,VIC,3482,-36.1476587,142.8312661,-36.0205629,143.0059289,-36.267096,142.6607694,True
Maude,VIC,3331,-37.9939081,144.1938221,-37.8207301,144.2631105,-38.113017,144.092621,True
McCrae,VIC,3938,-38.3562816,144.9336544,-38.3429321,144.9444859,-38.365815,144.9158029,False
McIntyre,VIC,3472,-36.8747643,143.6068646,-36.6641109,143.944601,-36.9696812,143.5401991,True
McKenzie Hill,VIC,3451,-37.0991896,144.1938221,-36.985837,144.329647,-37.2468049,144.1039769,True
McKinnon,VIC,3204,-37.9193526,145.0438252,-37.8968081,145.0546869,-37.9347275,145.022458,False
Mcloughlins Beach,VIC,3874,-38.5234965,146.8985944,-38.4012581,147.059474,-38.6463034,146.782605,True
Mcmahons Creek,VIC,3799,-37.6990844,145.8023118,-37.5620197,146.0200569,-37.8297651,145.6010987,True
McMillans,VIC,3568,-35.8021206,144.215646,-35.6691622,144.3866807,-35.9494723,144.0322766,True
Mead,VIC,3568,-35.8021206,144.215646,-35.6691622,144.3866807,-35.9494723,144.0322766,True
Meadow Heights,VIC,3048,-37.6539007,144.9226452,-37.6382489,144.9468971,-37.6664619,144.905941,False
Meatian,VIC,3585,-35.4094202,143.5202874,-35.1847059,143.8116352,-35.5924969,143.0032829,True
Meeniyan,VIC,3956,-38.675332,145.8690603,-38.4812148,146.2132479,-38.91061,145.7333853,True
Meering West,VIC,3579,-35.7583662,143.8671868,-35.4458812,144.123297,-35.9745159,143.5265709,True
Meerlieu,VIC,3862,-37.4228208,147.1915504,-37.020832,147.4854909,-38.1090507,146.8751081,True
Melbourne,VIC,3000,-37.8152065,144.963937,-37.7994459,144.9748669,-37.8230788,144.951435,False
Melbourne,VIC,3004,-37.8301583,144.9804594,-37.8152888,144.9890971,-37.8555269,144.9674398,False
Melbourne Airport,VIC,3045,-37.6679317,144.8401227,-37.64101,144.8742381,-37.7103808,144.7976146,False
Melton,VIC,3337,-37.6095412,144.5875645,-37.5442819,144.6611119,-37.702408,144.5120679,False
Melton South,VIC,3338,-37.7810237,144.5437205,-37.6856667,144.6210008,-37.840816,144.4755394,False
Melton West,VIC,3337,-37.6095412,144.5875645,-37.5442819,144.6611119,-37.702408,144.5120679,False
Melwood,VIC,3875,-37.6874281,147.5532762,-37.2049709,147.8452944,-38.073053,147.3006548,True
Mentone,VIC,3194,-37.9786189,145.0741474,-37.969257,145.111686,-37.9949881,145.0516959,False
Menzies Creek,VIC,3159,-37.9225135,145.3862638,-37.901251,145.4229184,-37.9402742,145.3596429,False
Mepunga,VIC,3277,-38.4034955,142.6814062,-38.3504978,142.8515749,-38.4960192,142.544232,True
Mepunga East,VIC,3277,-38.4034955,142.6814062,-38.3504978,142.8515749,-38.4960192,142.544232,True
Mepunga West,VIC,3277,-38.4034955,142.6814062,-38.3504978,142.8515749,-38.4960192,142.544232,True
Merbein,VIC,3505,-34.189156,141.8100218,-34.0908859,142.100694,-34.276775,141.696346,True
Merbein South,VIC,3505,-34.189156,141.8100218,-34.0908859,142.100694,-34.276775,141.696346,True
Merbein West,VIC,3505,-34.189156,141.8100218,-34.0908859,142.100694,-34.276775,141.696346,True
Meredith,VIC,3333,-37.8585983,144.0194472,-37.7957751,144.161023,-37.9813364,143.9124175,True
Meringur,VIC,3496,-34.3907124,141.4309582,-33.9812828,142.3977978,-34.550287,140.9619025,True
Merino,VIC,3310,-37.7322539,141.5781151,-37.678795,141.674958,-37.7903829,141.4617119,True
Merlynston,VIC,3058,-37.7343488,144.9666905,-37.7181449,144.9858318,-37.7572973,144.9460974,False
Mernda,VIC,3754,-37.5963626,145.1265477,-37.5673555,145.1869361,-37.6269441,145.0504069,False
Merriang,VIC,3737,-36.8466834,146.6962857,-36.4280907,147.1172403,-37.2157665,146.5664528,True
Merricks,VIC,3916,-38.4161358,145.0548502,-38.373991,145.1039659,-38.4540826,144.9976203,False
Merricks Beach,VIC,3926,-38.3541527,145.1044805,-38.3087199,145.1553229,-38.4017367,145.0404159,False
Merricks North,VIC,3926,-38.3541527,145.1044805,-38.3087199,145.1553229,-38.4017367,145.0404159,False
Merrigum,VIC,3618,-36.3624013,145.1706992,-36.328369,145.204711,-36.409144,145.1034759,True
Merrijig,VIC,3875,-37.6874281,147.5532762,-37.2049709,147.8452944,-38.073053,147.3006548,True
Merrimu,VIC,3340,-37.7356162,144.4123303,-37.546397,144.5562253,-37.8981559,144.2106852,True
Merrinee,VIC,3496,-34.3907124,141.4309582,-33.9812828,142.3977978,-34.550287,140.9619025,True
Merton,VIC,3715,-36.9771194,145.7356129,-36.9103548,145.8652969,-37.1081959,145.614486,True
Metcalfe,VIC,3448,-37.0470063,144.3685809,-36.9440003,144.492278,-37.149895,144.29711,True
Metcalfe East,VIC,3444,-37.1335012,144.5656396,-36.888878,144.7352175,-37.364811,144.2901019,True
Metung,VIC,3904,-37.8600459,147.8367484,-37.829234,147.8834629,-37.9001689,147.7938491,True
Mickleham,VIC,3064,-37.5424079,144.9391595,-37.5020666,145.028393,-37.641399,144.8483299,False
Middle Creek,VIC,3375,-37.390738,143.1749726,-37.2814371,143.300495,-37.4955632,142.952887,True
Middle Park,VIC,3206,-37.8460268,144.9584302,-37.8370924,144.9789419,-37.8574821,144.9426203,False
Middle Tarwin,VIC,3956,-38.675332,145.8690603,-38.4812148,146.2132479,-38.91061,145.7333853,True
Miepoll,VIC,3666,-36.7549385,145.5801757,-36.55607,145.8714289,-37.0531922,145.2845753,True
Miga Lake,VIC,3409,-36.8127092,141.8100218,-36.5542949,142.0254159,-37.121001,141.4599098,True
Mildura,VIC,3500,-34.2151229,142.1169401,-34.1487119,142.2039704,-34.27277,142.063238,True
Mill Park,VIC,3082,-37.6649616,145.0658766,-37.6491669,145.0945857,-37.679171,145.035537,False
Millgrove,VIC,3799,-37.6990844,145.8023118,-37.5620197,146.0200569,-37.8297651,145.6010987,True
Milloo,VIC,3572,-36.3147326,144.3248554,-36.2552519,144.4879932,-36.4113041,144.1315889,True
Mincha,VIC,3575,-36.0765288,144.1283863,-35.9466074,144.3188929,-36.198859,143.882441,True
Mincha West,VIC,3568,-35.8021206,144.215646,-35.6691622,144.3866807,-35.9494723,144.0322766,True
Mingay,VIC,3324,-37.8964298,143.3474304,-37.792088,143.4639458,-38.0741532,143.2550238,True
Minhamite,VIC,3287,-38.0416972,142.2974988,-37.9331334,142.4276068,-38.1487431,142.119547,True
Minimay,VIC,3413,-36.7355842,141.2213044,-36.49596,141.479221,-36.9042699,140.9685812,True
Minjah,VIC,3276,-38.0951382,142.4891909,-37.9901079,142.5837709,-38.2398809,142.350656,True
Minmindie,VIC,3537,-36.0772722,143.6935405,-35.9323909,143.9183929,-36.196415,143.4756882,True
Minyip,VIC,3392,-36.4286658,142.5745556,-36.2886098,142.8077254,-36.548645,142.466782,True
Miowera,VIC,3862,-37.4228208,147.1915504,-37.020832,147.4854909,-38.1090507,146.8751081,True
Miralie,VIC,3596,-35.1548064,143.2827118,-35.086038,143.3614607,-35.1866441,143.1382214,True
Miram,VIC,3415,-36.3811882,141.3784817,-36.342777,141.4497,-36.4008561,141.3207469,True
Mirboo,VIC,3871,-38.4049813,146.1812023,-38.2667129,146.3036658,-38.5859451,146.0163904,True
Mirboo North,VIC,3871,-38.4049813,146.1812023,-38.2667129,146.3036658,-38.5859451,146.0163904,True
Mirimbah,VIC,3722,-37.0313019,146.1365456,-36.9536399,146.426952,-37.1447486,145.9508389,True
Mirranatwa,VIC,3294,-37.6658132,142.318772,-37.3452314,142.4819932,-37.8637142,142.1268979,True
Mitcham,VIC,3132,-37.8219905,145.1983055,-37.8026275,145.2135303,-37.8312709,145.1844698,False
Mitcham North,VIC,3132,-37.8219905,145.1983055,-37.8026275,145.2135303,-37.8312709,145.1844698,False
Mitchell Park,VIC,3355,-37.5089149,143.7911684,-37.484467,143.8510858,-37.5557429,143.7446578,True
Mitchellstown,VIC,3608,-36.7719697,145.1155133,-36.6419206,145.33617,-36.8849584,144.8907878,True
Mitiamo,VIC,3573,-36.1663341,144.3904526,-36.0376619,144.4816229,-36.3191668,144.008046,True
Mitre,VIC,3409,-36.8127092,141.8100218,-36.5542949,142.0254159,-37.121001,141.4599098,True
Mittyack,VIC,3490,-35.3571245,141.5991643,-34.035717,142.7429619,-36.0260151,140.9625692,True
Modella,VIC,3816,-38.086187,145.7800733,-37.9703017,145.8456791,-38.2112816,145.6787869,True
Modewarre,VIC,3240,-38.2482932,144.1283863,-38.1718829,144.2488108,-38.342923,144.046101,True
Moe,VIC,3825,-38.0474021,146.2929381,-37.5800006,146.6469101,-38.2569347,146.0489688,True
Moggs Creek,VIC,3231,-38.451657,144.0521131,-38.4064909,144.1309095,-38.497365,143.9800208,True
Mokepilly,VIC,3381,-37.1716807,142.5745556,-36.997554,142.8218839,-37.353367,142.4290452,True
Molesworth,VIC,3718,-37.1696241,145.5136433,-37.097082,145.5773215,-37.227569,145.474072,True
Molka,VIC,3666,-36.7549385,145.5801757,-36.55607,145.8714289,-37.0531922,145.2845753,True
Mollongghip,VIC,3352,-37.7122033,143.8671868,-37.1152091,144.1788786,-38.0220729,143.455862,True
Mologa,VIC,3575,-36.0765288,144.1283863,-35.9466074,144.3188929,-36.198859,143.882441,True
Molyullah,VIC,3673,-36.675664,146.1588712,-36.3948699,146.251779,-36.8854959,145.8232656,True
Monbulk,VIC,3793,-37.8689357,145.4360858,-37.8508789,145.4588682,-37.8991758,145.3915898,False
Monegeetta,VIC,3433,-37.399104,144.7796581,-37.3606707,144.8116457,-37.42579,144.7318705,True
Monomeith,VIC,3984,-38.3114378,145.5579927,-38.1914999,145.6942849,-38.447435,145.4164057,True
Mont Albert,VIC,3127,-37.8259003,145.0989646,-37.8105211,145.115804,-37.837664,145.0856729,False
Mont Albert North,VIC,3129,-37.8052948,145.1210303,-37.792836,145.1426345,-37.8154238,145.102542,False
Montgomery,VIC,3851,-38.2064012,147.1464245,-37.9542164,147.7227223,-38.4895529,146.8156803,True
Montmorency,VIC,3094,-37.7196403,145.1237889,-37.7086802,145.1377883,-37.7318929,145.1102806,False
Montrose,VIC,3765,-37.8083883,145.353065,-37.7869689,145.3746899,-37.8474349,145.3229116,False
Moolap,VIC,3224,-38.1833957,144.4451578,-38.1252337,144.5032506,-38.23471,144.394903,True
Moolerr,VIC,3477,-36.7208653,143.1749726,-36.4053625,143.5069514,-36.9733069,142.86719,True
Moolort,VIC,3465,-37.0550295,143.6935405,-36.8746779,143.9763284,-37.181662,143.3786589,True
Moonambel,VIC,3478,-37.0021242,143.2827118,-36.341758,143.4337679,-37.141114,143.1054241,True
Moondarra,VIC,3825,-38.0474021,146.2929381,-37.5800006,146.6469101,-38.2569347,146.0489688,True
Moonee Ponds,VIC,3039,-37.7675363,144.9198932,-37.756937,144.938477,-37.7738166,144.9010204,False
Moonee Vale,VIC,3055,-37.761,144.9419122,-37.751073,144.9538601,-37.7767683,144.9267195,False
Moonlight Flat,VIC,3450,-37.0636472,144.2265602,-37.0332559,144.256411,-37.0852574,144.1877121,True
Moonlight Flat,VIC,3465,-37.0550295,143.6935405,-36.8746779,143.9763284,-37.181662,143.3786589,True
Moora,VIC,3612,-36.602205,145.005249,-36.4989159,145.1739887,-36.745476,144.8680392,True
Moorabbin,VIC,3189,-37.9403568,145.0576067,-37.933028,145.0795332,-37.9498399,145.0344011,False
Moorabbin Airport,VIC,3194,-37.9786189,145.0741474,-37.969257,145.111686,-37.9949881,145.0516959,False
Moorabool,VIC,3213,-37.9873525,144.2811537,-37.8666593,144.37131,-38.1165682,144.1867371,True
Mooralla,VIC,3314,-37.4235761,142.0639245,-37.1434679,142.5163509,-37.662769,141.8082758,True
Moorilim,VIC,3610,-36.5881288,145.2480193,-36.4989479,145.333616,-36.6943318,145.1317093,True
Moormbool West,VIC,3523,-36.8919051,144.7412036,-36.7057026,144.9321538,-37.0477715,144.5239574,True
Moorooduc,VIC,3933,-38.2501593,145.1265477,-38.2040382,145.1582051,-38.284702,145.0707191,False
Mooroolbark,VIC,3138,-37.7822365,145.3309395,-37.7584383,145.353502,-37.802756,145.2981609,False
Mooroopna,VIC,3629,-36.2976747,145.2922335,-36.1570598,145.3829579,-36.445798,145.1500888,True
Mooroopna North,VIC,3629,-36.2976747,145.2922335,-36.1570598,145.3829579,-36.445798,145.1500888,True
Mooroopna North West,VIC,3616,-36.4591947,145.2038278,-36.313689,145.31361,-36.5291514,145.0319101,True
Moranding,VIC,3764,-37.2531649,144.9171412,-37.0094339,145.0552189,-37.347999,144.807753,True
Mordialloc,VIC,3195,-38.0005492,145.1044805,-37.9821849,145.1446926,-38.0349013,145.0688217,False
Moreland,VIC,3058,-37.7343488,144.9666905,-37.7181449,144.9858318,-37.7572973,144.9460974,False
Moreland West,VIC,3055,-37.761,144.9419122,-37.751073,144.9538601,-37.7767683,144.9267195,False
Morgiana,VIC,3301,-37.7255033,141.8945505,-37.5694379,142.290031,-38.1619965,141.635982,True
Moriac,VIC,3240,-38.2482932,144.1283863,-38.1718829,144.2488108,-38.342923,144.046101,True
Mornington,VIC,3931,-38.2277083,145.0603633,-38.2009272,145.099241,-38.2546579,145.0252652,False
Morrisons,VIC,3334,-37.7625944,144.0630048,-37.6583519,144.1904169,-37.8276265,143.9128481,True
Morrl Morrl,VIC,3387,-36.8204775,142.8312661,-36.6309229,143.031794,-36.9978258,142.7119218,True
Mortlake,VIC,3272,-38.002399,142.8312661,-37.7872139,142.949861,-38.15556,142.6302399,True
Morton Plains,VIC,3482,-36.1476587,142.8312661,-36.0205629,143.0059289,-36.267096,142.6607694,True
Morwell,VIC,3840,-38.2671612,146.4495924,-38.1560624,146.5352399,-38.421609,146.2581438,True
Mossiface,VIC,3885,-37.2938907,148.2804541,-36.8194932,148.5246194,-37.7936879,147.7632228,True
Mount Alfred,VIC,3709,-36.0696807,147.6892483,-35.9285722,147.8947004,-36.1642923,147.4427356,True
Mount Beauty,VIC,3699,-36.8124613,147.3270485,-36.7151053,147.462817,-36.9401293,147.1433463,True
Mount Beckworth,VIC,3363,-37.409312,143.8780526,-37.2800229,144.091034,-37.4824779,143.6658328,True
Mount Best,VIC,3960,-38.9962856,146.3376699,-38.51377,146.4891587,-39.1365809,146.1164411,True
Mount Bruno,VIC,3675,-36.5103613,146.1812023,-36.1991136,146.3411241,-36.7204183,146.0677569,True
Mount Buffalo,VIC,3740,-36.8264122,146.8760951,-36.6244419,146.9981643,-36.9984966,146.6716255,True
Mount Burnett,VIC,3781,-37.9473069,145.5025595,-37.8576584,145.550694,-37.9911819,145.467324,True
Mount Bute,VIC,3324,-37.8964298,143.3474304,-37.792088,143.4639458,-38.0741532,143.2550238,True
Mount Camel,VIC,3523,-36.8919051,144.7412036,-36.7057026,144.9321538,-37.0477715,144.5239574,True
Mount Cameron,VIC,3370,-37.261355,143.8020236,-37.1690108,143.933888,-37.3473142,143.693554,True
Mount Cole,VIC,3377,-37.2971613,142.9170407,-37.0377838,143.2735604,-37.5792384,142.6309091,True
Mount Cottrell,VIC,3024,-37.8706337,144.5875645,-37.7442708,144.685899,-37.9257271,144.5082901,False
Mount Dandenong,VIC,3767,-37.8421584,145.3420015,-37.8189746,145.3700009,-37.8535369,145.3321236,False
Mount Doran,VIC,3334,-37.7625944,144.0630048,-37.6583519,144.1904169,-37.8276265,143.9128481,True
Mount Dryden,VIC,3381,-37.1716807,142.5745556,-36.997554,142.8218839,-37.353367,142.4290452,True
Mount Duneed,VIC,3217,-38.2617284,144.3248554,-38.1854728,144.4188808,-38.3108053,144.2001884,True
Mount Eccles South,VIC,3953,-38.4586497,146.002705,-38.2922329,146.1988019,-38.609095,145.7767961,True
Mount Eliza,VIC,3930,-38.1952209,145.0879338,-38.1625892,145.12875,-38.224989,145.0610022,False
Mount Evelyn,VIC,3796,-37.7791563,145.3917982,-37.7641009,145.418644,-37.8087849,145.3593811,False
Mount Glasgow,VIC,3371,-37.2153546,143.6718623,-37.108574,143.8118863,-37.316476,143.536086,True
Mount Hooghly,VIC,3472,-36.8747643,143.6068646,-36.6641109,143.944601,-36.9696812,143.5401991,True
Mount Lonarch,VIC,3468,-37.1974706,143.4122052,-37.1313229,143.5060369,-37.304057,143.3136808,True
Mount Macedon,VIC,3441,-37.3981393,144.5985292,-37.3561109,144.6345299,-37.423657,144.5504459,True
Mount Major,VIC,3646,-36.2251044,145.7133909,-36.128789,145.8256416,-36.4569625,145.6314638,True
Mount Martha,VIC,3934,-38.287039,145.016269,-38.2428071,145.078918,-38.3047759,144.9827867,False
Mount Moriac,VIC,3240,-38.2482932,144.1283863,-38.1718829,144.2488108,-38.342923,144.046101,True
Mount Napier,VIC,3301,-37.7255033,141.8945505,-37.5694379,142.290031,-38.1619965,141.635982,True
Mount Pleasant,VIC,3350,-37.5691087,143.8563224,-37.5208708,143.9322439,-37.642819,143.7381991,True
Mount Richmond,VIC,3305,-38.290126,141.4706543,-38.0374368,141.6970433,-38.4329732,141.2243893,True
Mount Sabine,VIC,3236,-38.5115754,143.7043819,-38.4739552,143.7663464,-38.6495211,143.642929,True
Mount Tassie,VIC,3844,-38.2728501,146.5840737,-38.1039939,146.8348069,-38.4423749,146.4230938,True
Mount Toolebewong,VIC,3777,-37.5848772,145.5136433,-37.4372179,145.6358201,-37.7402199,145.3896039,False
Mount Wallace,VIC,3342,-37.6114047,144.215646,-37.4360522,144.370466,-37.8439679,144.1301249,True
Mount Waverley,VIC,3149,-37.8772869,145.1265477,-37.8555136,145.1507529,-37.901255,145.1061479,False
Mountain View,VIC,3988,-38.310594,145.7800733,-38.255038,145.903108,-38.3797869,145.704527,True
Moutajup,VIC,3294,-37.6658132,142.318772,-37.3452314,142.4819932,-37.8637142,142.1268979,True
Moyarra,VIC,3951,-38.5195374,145.7356129,-38.3492101,145.9450023,-38.5776598,145.6738366,True
Moyhu,VIC,3732,-36.7449213,146.3153013,-36.5285729,146.435143,-36.8297091,146.2274149,True
Moyston,VIC,3377,-37.2971613,142.9170407,-37.0377838,143.2735604,-37.5792384,142.6309091,True
Muckleford,VIC,3451,-37.0991896,144.1938221,-36.985837,144.329647,-37.2468049,144.1039769,True
Muckleford South,VIC,3462,-37.0911657,144.0630048,-37.0355739,144.1497229,-37.2053397,143.9810999,True
Mudgegonga,VIC,3737,-36.8466834,146.6962857,-36.4280907,147.1172403,-37.2157665,146.5664528,True
Mulgrave,VIC,3170,-37.9267579,145.1762197,-37.9026149,145.22013,-37.9401482,145.147538,False
Mumbannar,VIC,3304,-37.9678788,141.3889736,-37.7693681,142.0308501,-38.2254801,140.9671329,True
Mundoona,VIC,3635,-36.1592629,145.3364703,-36.0787209,145.4680729,-36.1993247,145.2190275,True
Muntham,VIC,3315,-37.4420537,141.7255991,-37.194131,141.9401628,-37.7282674,141.431505,True
Murchison,VIC,3610,-36.5881288,145.2480193,-36.4989479,145.333616,-36.6943318,145.1317093,True
Murchison East,VIC,3610,-36.5881288,145.2480193,-36.4989479,145.333616,-36.6943318,145.1317093,True
Murchison North,VIC,3610,-36.5881288,145.2480193,-36.4989479,145.333616,-36.6943318,145.1317093,True
Murgheboluc,VIC,3218,-38.1180538,144.2047333,-38.0647879,144.3540199,-38.1570293,144.0940047,True
Murmungee,VIC,3747,-36.3851254,146.6962857,-36.246224,146.8306829,-36.4915469,146.5579662,True
Murnungin,VIC,3544,-35.4401221,143.1749726,-35.301023,143.4062211,-35.6547672,143.0064806,True
Murrabit West,VIC,3579,-35.7583662,143.8671868,-35.4458812,144.123297,-35.9745159,143.5265709,True
Murrawee,VIC,3586,-35.2818109,143.5094722,-35.2024095,143.8192456,-35.4654359,143.2887058,True
Murraydale,VIC,3586,-35.2818109,143.5094722,-35.2024095,143.8192456,-35.4654359,143.2887058,True
Murray-Sunset,VIC,3490,-35.3571245,141.5991643,-34.035717,142.7429619,-36.0260151,140.9625692,True
Murrayville,VIC,3512,-35.1673606,141.095836,-34.8660119,141.299844,-35.4158676,140.9654194,True
Murrindal,VIC,3885,-37.2938907,148.2804541,-36.8194932,148.5246194,-37.7936879,147.7632228,True
Murrindindi,VIC,3717,-37.3030137,145.402868,-37.0910529,145.6923969,-37.4883239,145.2236371,True
Murroon,VIC,3243,-38.4455968,143.8020236,-38.258419,143.8642675,-38.583844,143.6714464,True
Murrumbeena,VIC,3163,-37.8950779,145.0548502,-37.88102,145.0781826,-37.9081449,145.036139,False
Murtoa,VIC,3390,-36.6209737,142.4891909,-36.39767,142.579383,-36.7047229,142.327367,True
Musk,VIC,3461,-37.286475,144.1938221,-37.127617,144.3551499,-37.5125899,144.0302959,True
Muskerry,VIC,3557,-36.6546373,144.5437205,-36.557283,144.6547284,-36.7255198,144.415886,True
Myall,VIC,3533,-35.3404178,142.7884171,-35.1925488,143.0482573,-35.607848,142.5353203,True
Myall,VIC,3579,-35.7583662,143.8671868,-35.4458812,144.123297,-35.9745159,143.5265709,True
Myamyn,VIC,3304,-37.9678788,141.3889736,-37.7693681,142.0308501,-38.2254801,140.9671329,True
Myers Flat,VIC,3556,-36.6478425,144.1938221,-36.568183,144.302936,-36.73863,144.047431,True
Myrniong,VIC,3341,-37.5934691,144.3248554,-37.4858089,144.4200213,-37.6865798,144.2654122,True
Myrrhee,VIC,3732,-36.7449213,146.3153013,-36.5285729,146.435143,-36.8297091,146.2274149,True
Myrtle Creek,VIC,3551,-36.8021738,144.4779988,-36.5442999,144.8218411,-36.971224,143.6787928,True
Myrtleford,VIC,3737,-36.8466834,146.6962857,-36.4280907,147.1172403,-37.2157665,146.5664528,True
Mysia,VIC,3518,-36.424265,143.6068646,-36.1794759,143.913473,-36.6789049,143.384895,True
Mystic Park,VIC,3579,-35.7583662,143.8671868,-35.4458812,144.123297,-35.9745159,143.5265709,True
Mywee,VIC,3641,-35.9078595,145.4471613,-35.8047797,145.5315857,-35.9788999,145.3103791,True
Nagambie,VIC,3608,-36.7719697,145.1155133,-36.6419206,145.33617,-36.8849584,144.8907878,True
Nalangil,VIC,3249,-38.36853,143.4338092,-38.0913319,143.8065869,-38.6938168,143.2761542,True
Nalinga,VIC,3646,-36.2251044,145.7133909,-36.128789,145.8256416,-36.4569625,145.6314638,True
Nambrok,VIC,3847,-38.2317005,146.8086278,-38.040344,146.996695,-38.3692818,146.6966418,True
Nandaly,VIC,3533,-35.3404178,142.7884171,-35.1925488,143.0482573,-35.607848,142.5353203,True
Nangana,VIC,3781,-37.9473069,145.5025595,-37.8576584,145.550694,-37.9911819,145.467324,True
Nangiloc,VIC,3494,-34.540636,142.1487691,-34.3623246,142.4242879,-34.6894453,141.9930328,True
Nanneella,VIC,3561,-36.3317046,144.6533747,-36.2250467,144.931908,-36.443,144.4318729,True
Nap Nap Marra,VIC,3860,-37.6951451,146.9661233,-37.4325262,147.1957947,-38.0393099,146.7263199,True
Nar Nar Goon,VIC,3812,-38.0817495,145.5690835,-37.9884709,145.6180306,-38.159646,145.5199539,True
Nar Nar Goon North,VIC,3812,-38.0817495,145.5690835,-37.9884709,145.6180306,-38.159646,145.5199539,True
Narbethong,VIC,3778,-37.553614,145.6467583,-37.460568,145.7302719,-37.6529609,145.550409,True
Nareeb,VIC,3293,-37.7609742,142.5745556,-37.5792909,142.6931927,-37.8832461,142.4199391,True
Nareen,VIC,3315,-37.4420537,141.7255991,-37.194131,141.9401628,-37.7282674,141.431505,True
Nareewillock,VIC,3525,-36.2125211,143.4338092,-36.060582,143.7123339,-36.4469751,143.092854,True
Nariel Valley,VIC,3707,-36.4104992,147.9162555,-36.0458384,148.2206572,-36.7858221,147.6508824,True
Naring,VIC,3636,-36.102425,145.5136433,-36.0137909,145.6521439,-36.1992934,145.3317939,True
Naringal,VIC,3277,-38.4034955,142.6814062,-38.3504978,142.8515749,-38.4960192,142.544232,True
Naringal East,VIC,3277,-38.4034955,142.6814062,-38.3504978,142.8515749,-38.4960192,142.544232,True
Naroghid,VIC,3266,-38.3948462,143.1534436,-38.2228042,143.3644946,-38.5874299,142.939044,True
Narracan,VIC,3824,-38.2177192,146.1812023,-38.0943289,146.2825369,-38.349749,146.0721632,True
Narraport,VIC,3483,-35.9221523,142.8312661,-35.757484,143.181771,-36.0868104,142.6007721,True
Narrapumelap South,VIC,3293,-37.7609742,142.5745556,-37.5792909,142.6931927,-37.8832461,142.4199391,True
Narrawong,VIC,3285,-38.2498873,141.9822579,-38.1505574,142.2931766,-38.3778222,141.6607654,True
Narre Warren,VIC,3805,-38.0302499,145.3032906,-37.99529,145.3357969,-38.074511,145.2797668,False
Narre Warren East,VIC,3804,-37.9788019,145.3309395,-37.9504449,145.3882842,-38.0057756,145.2750471,False
Narre Warren North,VIC,3804,-37.9788019,145.3309395,-37.9504449,145.3882842,-38.0057756,145.2750471,False
Narre Warren South,VIC,3805,-38.0302499,145.3032906,-37.99529,145.3357969,-38.074511,145.2797668,False
Narrung,VIC,3597,-34.9071543,143.1749726,-34.6478632,143.3595552,-35.1140979,142.8666369,True
Nathalia,VIC,3638,-36.0388917,145.2038278,-35.8273039,145.2758759,-36.1849599,144.9993027,True
Natte Yallock,VIC,3465,-37.0550295,143.6935405,-36.8746779,143.9763284,-37.181662,143.3786589,True
Natya,VIC,3597,-34.9071543,143.1749726,-34.6478632,143.3595552,-35.1140979,142.8666369,True
Navarre,VIC,3384,-36.9882754,143.0888943,-36.8419554,143.2664741,-37.1354569,142.7951845,True
Nayook,VIC,3832,-37.9211096,145.9915605,-37.895799,146.070163,-37.9489905,145.9109138,True
